1024
-4.159452,1,1,8
-3.977484,1,1,7
-3.708854,1,2,8
-3.602191,1,1,6
-3.602191,1,2,7
-3.345466,1,2,6
-3.274629,1,3,8
-3.209207,1,1,5
-3.209207,1,3,7
-3.038493,1,2,5
-3.038493,1,3,6
-2.896435,1,4,8
-2.853969,1,1,4
-2.853969,1,4,7
-2.828452,2,1,8
-2.813569,1,3,5
-2.738271,1,2,4
-2.738271,1,4,6
-2.731562,2,1,7
-2.575960,1,3,4
-2.575960,1,4,5
-2.575960,1,5,8
-2.570682,2,2,8
-2.547134,1,1,3
-2.547134,1,5,7
-2.502297,2,1,6
-2.502297,2,2,7
-2.466570,1,2,3
-2.466570,1,5,6
-2.393704,1,4,4
-2.348790,1,3,3
-2.348790,1,5,5
-2.330256,2,2,6
-2.306457,1,6,8
-2.286180,1,1,2
-2.286180,1,6,7
-2.281362,2,3,8
-2.235789,2,1,5
-2.235789,2,3,7
-2.228571,1,2,2
-2.228571,1,6,6
-2.210362,1,4,3
-2.210362,1,5,4
-2.141934,1,3,2
-2.141934,1,6,5
-2.115364,2,2,5
-2.115364,2,3,6
-2.079726,1,7,8
-2.065034,1,1,1
-2.065034,1,5,3
-2.065034,1,7,7
-2.036592,1,4,2
-2.036592,1,6,4
-2.022820,1,2,1
-2.022820,1,7,6
-2.013946,2,4,8
-1.983481,2,1,4
-1.983481,2,4,7
-1.958040,1,3,1
-1.958040,1,7,5
-1.954451,2,3,5
-1.922118,1,5,2
-1.922118,1,6,3
-1.900247,2,2,4
-1.900247,2,4,6
-1.888153,1,8,8
-1.877235,1,4,1
-1.877235,1,7,4
-1.877235,1,8,7
-1.845610,1,8,6
-1.805880,1,6,2
-1.796350,1,8,5
-1.786972,1,5,1
-1.786972,1,7,3
-1.783151,2,3,4
-1.783151,2,4,5
-1.783151,2,5,8
-1.762340,2,1,3
-1.762340,2,5,7
-1.733689,1,8,4
-1.725271,1,9,8
-1.716978,1,9,7
-1.704188,2,2,3
-1.704188,2,5,6
-1.692808,1,6,1
-1.692808,1,7,2
-1.692808,1,9,6
-1.662138,1,8,3
-1.654731,1,9,5
-1.651626,2,4,4
-1.619255,2,3,3
-1.619255,2,5,5
-1.605552,1,9,4
-1.598883,1,7,1
-1.588769,2,6,8
-1.585794,1,8,2
-1.585794,1,10,8
-1.579370,1,10,7
-1.574176,2,1,2
-1.574176,2,6,7
-1.560563,1,10,6
-1.548396,1,9,3
-1.532756,2,2,2
-1.532756,2,6,6
-1.530674,1,10,5
-1.519677,2,4,3
-1.519677,2,5,4
-1.507973,1,8,1
-1.491602,1,10,4
-1.486263,1,9,2
-1.470588,2,3,2
-1.470588,2,6,5
-1.465473,1,11,8
-1.460412,1,11,7
-1.445540,1,10,3
-1.445540,1,11,6
-1.426055,2,7,8
-1.424075,3,1,8
-1.421739,1,9,1
-1.421739,1,11,5
-1.415551,2,1,1
-1.415551,2,5,3
-1.415551,2,7,7
-1.395233,2,4,2
-1.395233,2,6,4
-1.394684,1,10,2
-1.390325,1,11,4
-1.385402,2,2,1
-1.385402,2,7,6
-1.382006,3,1,7
-1.360919,1,12,8
-1.356869,1,12,7
-1.352856,1,11,3
-1.344936,1,12,6
-1.341028,1,10,1
-1.339229,2,3,1
-1.339229,2,7,5
-1.325733,1,12,5
-1.313677,2,5,2
-1.313677,2,6,3
-1.310952,1,11,2
-1.308539,3,2,8
-1.300187,1,12,4
-1.289551,2,8,8
-1.281803,2,4,1
-1.281803,2,7,4
-1.281803,2,8,7
-1.276153,3,1,6
-1.276153,3,2,7
-1.269425,1,12,3
-1.269425,1,13,8
-1.266141,1,11,1
-1.266141,1,13,7
-1.259381,2,8,6
-1.256440,1,13,6
-1.240758,1,13,5
-1.234648,1,12,2
-1.231255,2,6,2
-1.224516,2,8,5
-1.219762,1,13,4
-1.217888,2,5,1
-1.217888,2,7,3
-1.197030,1,12,1
-1.194277,1,13,3
-1.192248,3,2,6
-1.188829,1,14,8
-1.186132,1,14,7
-1.180278,2,8,4
-1.178152,1,14,6
-1.174345,2,9,8
-1.168501,2,9,7
-1.167876,3,3,8
-1.165204,1,13,2
-1.165204,1,14,5
-1.151484,2,6,1
-1.151484,2,7,2
-1.151484,2,9,6
-1.147776,1,14,4
-1.144986,3,1,5
-1.144986,3,3,7
-1.133446,1,13,1
-1.129918,2,8,3
-1.126480,1,14,3
-1.124715,2,9,5
-1.117389,1,15,8
-1.115151,1,15,7
-1.108516,1,15,6
-1.101998,1,14,2
-1.097716,1,15,5
-1.090211,2,9,4
-1.085538,2,7,1
-1.083822,3,2,5
-1.083822,3,3,6
-1.083116,1,15,4
-1.076371,2,8,2
-1.076371,2,10,8
-1.075030,1,14,1
-1.071874,2,10,7
-1.065174,1,15,3
-1.058717,2,10,6
-1.053698,1,16,8
-1.051822,1,16,7
-1.050211,2,9,3
-1.046251,1,16,6
-1.044414,1,15,2
-1.037830,2,10,5
-1.037161,1,16,5
-1.031709,3,4,8
-1.024824,1,16,4
-1.021987,2,8,1
-1.021380,1,15,1
-1.015971,3,1,4
-1.015971,3,4,7
-1.010571,2,10,4
-1.009593,1,16,3
-1.006851,2,9,2
-1.000946,3,3,5
-0.992371,2,11,8
-0.991870,1,16,2
-0.988848,2,11,7
-0.978501,2,10,3
-0.978501,2,11,6
-0.972823,3,2,4
-0.972823,3,4,6
-0.972082,1,16,1
-0.961957,2,9,1
-0.961957,2,11,5
-0.943175,2,10,2
-0.940150,2,11,4
-0.919767,2,12,8
-0.916962,2,12,7
-0.914183,2,11,3
-0.911850,3,3,4
-0.911850,3,4,5
-0.911850,3,5,8
-0.908700,2,12,6
-0.905995,2,10,1
-0.900992,3,1,3
-0.900992,3,5,7
-0.895414,2,12,5
-0.885196,2,11,2
-0.877758,2,12,4
-0.870629,3,2,3
-0.870629,3,5,6
-0.856525,2,12,3
-0.856525,2,13,8
-0.854260,2,11,1
-0.854260,2,13,7
-0.847572,2,13,6
-0.843169,3,4,4
-0.836766,2,13,5
-0.832558,2,12,2
-0.826255,3,3,3
-0.826255,3,5,5
-0.822310,2,13,4
-0.810328,3,6,8
-0.806674,2,12,1
-0.804782,2,13,3
-0.802704,3,1,2
-0.802704,3,6,7
-0.801037,2,14,8
-0.799184,2,14,7
-0.793702,2,14,6
-0.784811,2,13,2
-0.784811,2,14,5
-0.781072,3,2,2
-0.781072,3,6,6
-0.774243,3,4,3
-0.774243,3,5,4
-0.772851,2,14,4
-0.763024,2,13,1
-0.758250,2,14,3
-0.752021,2,15,8
-0.750488,2,15,7
-0.748626,3,3,2
-0.748626,3,6,5
-0.745943,2,15,6
-0.741481,2,14,2
-0.738550,2,15,5
-0.728560,2,15,4
-0.725406,3,7,8
-0.723030,2,14,1
-0.719933,3,1,1
-0.719933,3,5,3
-0.719933,3,7,7
-0.716292,2,15,3
-0.709349,3,4,2
-0.709349,3,6,4
-0.708450,2,16,8
-0.707168,2,16,7
-0.704230,3,2,1
-0.704230,3,7,6
-0.703363,2,16,6
-0.702108,2,15,2
-0.697156,2,16,5
-0.688736,2,16,4
-0.686386,2,15,1
-0.680206,3,3,1
-0.680206,3,7,5
-0.678346,2,16,3
-0.666925,3,5,2
-0.666925,3,6,3
-0.666265,2,16,2
-0.654395,3,8,8
-0.652786,2,16,1
-0.650373,3,4,1
-0.650373,3,7,4
-0.650373,3,8,7
-0.638740,3,8,6
-0.624160,3,6,2
-0.620669,3,8,5
-0.617236,3,5,1
-0.617236,3,7,3
-0.597772,3,8,4
-0.594704,3,9,8
-0.591683,3,9,7
-0.582889,3,6,1
-0.582889,3,7,2
-0.582889,3,9,6
-0.571752,3,8,3
-0.569067,3,9,5
-0.551273,3,9,4
-0.548865,3,7,1
-0.544142,3,8,2
-0.544142,3,10,8
-0.541826,3,10,7
-0.535052,3,10,6
-0.530675,3,9,3
-0.524306,3,10,5
-0.516161,3,8,1
-0.510296,3,10,4
-0.508385,3,9,2
-0.500950,3,11,8
-0.499142,3,11,7
-0.493832,3,10,3
-0.493832,3,11,6
-0.485348,3,9,1
-0.485348,3,11,5
-0.475723,3,10,2
-0.474174,3,11,4
-0.463738,3,12,8
-0.462302,3,12,7
-0.460880,3,11,3
-0.458075,3,12,6
-0.456692,3,10,1
-0.451281,3,12,5
-0.446058,3,11,2
-0.442258,3,12,4
-0.431415,3,12,3
-0.431415,3,13,8
-0.430259,3,11,1
-0.430259,3,13,7
-0.426845,3,13,6
-0.421333,3,13,5
-0.419187,3,12,2
-0.413962,3,13,4
-0.405995,3,12,1
-0.405031,3,13,3
-0.403123,3,14,8
-0.402180,3,14,7
-0.399388,3,14,6
-0.394862,3,13,2
-0.394862,3,14,5
-0.388776,3,14,4
-0.383778,3,13,1
-0.381350,3,14,3
-0.378184,3,15,8
-0.377404,3,15,7
-0.375095,3,15,6
-0.372827,3,14,2
-0.371338,3,15,5
-0.366263,3,15,4
-0.363455,3,14,1
-0.360035,3,15,3
-0.356054,3,16,8
-0.355404,3,16,7
-0.353473,3,16,6
-0.352837,3,15,2
-0.350324,3,16,5
-0.346054,3,16,4
-0.344862,3,15,1
-0.340786,3,16,3
-0.334663,3,16,2
-0.327836,3,16,1
0.000000,4,1,1
0.000000,4,1,2
0.000000,4,1,3
0.000000,4,1,4
0.000000,4,1,5
0.000000,4,1,6
0.000000,4,1,7
0.000000,4,1,8
0.000000,4,2,1
0.000000,4,2,2
0.000000,4,2,3
0.000000,4,2,4
0.000000,4,2,5
0.000000,4,2,6
0.000000,4,2,7
0.000000,4,2,8
0.000000,4,3,1
0.000000,4,3,2
0.000000,4,3,3
0.000000,4,3,4
0.000000,4,3,5
0.000000,4,3,6
0.000000,4,3,7
0.000000,4,3,8
0.000000,4,4,1
0.000000,4,4,2
0.000000,4,4,3
0.000000,4,4,4
0.000000,4,4,5
0.000000,4,4,6
0.000000,4,4,7
0.000000,4,4,8
0.000000,4,5,1
0.000000,4,5,2
0.000000,4,5,3
0.000000,4,5,4
0.000000,4,5,5
0.000000,4,5,6
0.000000,4,5,7
0.000000,4,5,8
0.000000,4,6,1
0.000000,4,6,2
0.000000,4,6,3
0.000000,4,6,4
0.000000,4,6,5
0.000000,4,6,6
0.000000,4,6,7
0.000000,4,6,8
0.000000,4,7,1
0.000000,4,7,2
0.000000,4,7,3
0.000000,4,7,4
0.000000,4,7,5
0.000000,4,7,6
0.000000,4,7,7
0.000000,4,7,8
0.000000,4,8,1
0.000000,4,8,2
0.000000,4,8,3
0.000000,4,8,4
0.000000,4,8,5
0.000000,4,8,6
0.000000,4,8,7
0.000000,4,8,8
0.000000,4,9,1
0.000000,4,9,2
0.000000,4,9,3
0.000000,4,9,4
0.000000,4,9,5
0.000000,4,9,6
0.000000,4,9,7
0.000000,4,9,8
0.000000,4,10,1
0.000000,4,10,2
0.000000,4,10,3
0.000000,4,10,4
0.000000,4,10,5
0.000000,4,10,6
0.000000,4,10,7
0.000000,4,10,8
0.000000,4,11,1
0.000000,4,11,2
0.000000,4,11,3
0.000000,4,11,4
0.000000,4,11,5
0.000000,4,11,6
0.000000,4,11,7
0.000000,4,11,8
0.000000,4,12,1
0.000000,4,12,2
0.000000,4,12,3
0.000000,4,12,4
0.000000,4,12,5
0.000000,4,12,6
0.000000,4,12,7
0.000000,4,12,8
0.000000,4,13,1
0.000000,4,13,2
0.000000,4,13,3
0.000000,4,13,4
0.000000,4,13,5
0.000000,4,13,6
0.000000,4,13,7
0.000000,4,13,8
0.000000,4,14,1
0.000000,4,14,2
0.000000,4,14,3
0.000000,4,14,4
0.000000,4,14,5
0.000000,4,14,6
0.000000,4,14,7
0.000000,4,14,8
0.000000,4,15,1
0.000000,4,15,2
0.000000,4,15,3
0.000000,4,15,4
0.000000,4,15,5
0.000000,4,15,6
0.000000,4,15,7
0.000000,4,15,8
0.000000,4,16,1
0.000000,4,16,2
0.000000,4,16,3
0.000000,4,16,4
0.000000,4,16,5
0.000000,4,16,6
0.000000,4,16,7
0.000000,4,16,8
0.327836,5,16,1
0.334663,5,16,2
0.340786,5,16,3
0.344862,5,15,1
0.346054,5,16,4
0.350324,5,16,5
0.352837,5,15,2
0.353473,5,16,6
0.355404,5,16,7
0.356054,5,16,8
0.360035,5,15,3
0.363455,5,14,1
0.366263,5,15,4
0.371338,5,15,5
0.372827,5,14,2
0.375095,5,15,6
0.377404,5,15,7
0.378184,5,15,8
0.381350,5,14,3
0.383778,5,13,1
0.388776,5,14,4
0.394862,5,13,2
0.394862,5,14,5
0.399388,5,14,6
0.402180,5,14,7
0.403123,5,14,8
0.405031,5,13,3
0.405995,5,12,1
0.413962,5,13,4
0.419187,5,12,2
0.421333,5,13,5
0.426845,5,13,6
0.430259,5,11,1
0.430259,5,13,7
0.431415,5,12,3
0.431415,5,13,8
0.442258,5,12,4
0.446058,5,11,2
0.451281,5,12,5
0.456692,5,10,1
0.458075,5,12,6
0.460880,5,11,3
0.462302,5,12,7
0.463738,5,12,8
0.474174,5,11,4
0.475723,5,10,2
0.485348,5,9,1
0.485348,5,11,5
0.493832,5,10,3
0.493832,5,11,6
0.499142,5,11,7
0.500950,5,11,8
0.508385,5,9,2
0.510296,5,10,4
0.516161,5,8,1
0.524306,5,10,5
0.530675,5,9,3
0.535052,5,10,6
0.541826,5,10,7
0.544142,5,8,2
0.544142,5,10,8
0.548865,5,7,1
0.551273,5,9,4
0.569067,5,9,5
0.571752,5,8,3
0.582889,5,6,1
0.582889,5,7,2
0.582889,5,9,6
0.591683,5,9,7
0.594704,5,9,8
0.597772,5,8,4
0.617236,5,5,1
0.617236,5,7,3
0.620669,5,8,5
0.624160,5,6,2
0.638740,5,8,6
0.650373,5,4,1
0.650373,5,7,4
0.650373,5,8,7
0.652786,6,16,1
0.654395,5,8,8
0.666265,6,16,2
0.666925,5,5,2
0.666925,5,6,3
0.678346,6,16,3
0.680206,5,3,1
0.680206,5,7,5
0.686386,6,15,1
0.688736,6,16,4
0.697156,6,16,5
0.702108,6,15,2
0.703363,6,16,6
0.704230,5,2,1
0.704230,5,7,6
0.707168,6,16,7
0.708450,6,16,8
0.709349,5,4,2
0.709349,5,6,4
0.716292,6,15,3
0.719933,5,1,1
0.719933,5,5,3
0.719933,5,7,7
0.723030,6,14,1
0.725406,5,7,8
0.728560,6,15,4
0.738550,6,15,5
0.741481,6,14,2
0.745943,6,15,6
0.748626,5,3,2
0.748626,5,6,5
0.750488,6,15,7
0.752021,6,15,8
0.758250,6,14,3
0.763024,6,13,1
0.772851,6,14,4
0.774243,5,4,3
0.774243,5,5,4
0.781072,5,2,2
0.781072,5,6,6
0.784811,6,13,2
0.784811,6,14,5
0.793702,6,14,6
0.799184,6,14,7
0.801037,6,14,8
0.802704,5,1,2
0.802704,5,6,7
0.804782,6,13,3
0.806674,6,12,1
0.810328,5,6,8
0.822310,6,13,4
0.826255,5,3,3
0.826255,5,5,5
0.832558,6,12,2
0.836766,6,13,5
0.843169,5,4,4
0.847572,6,13,6
0.854260,6,11,1
0.854260,6,13,7
0.856525,6,12,3
0.856525,6,13,8
0.870629,5,2,3
0.870629,5,5,6
0.877758,6,12,4
0.885196,6,11,2
0.895414,6,12,5
0.900992,5,1,3
0.900992,5,5,7
0.905995,6,10,1
0.908700,6,12,6
0.911850,5,3,4
0.911850,5,4,5
0.911850,5,5,8
0.914183,6,11,3
0.916962,6,12,7
0.919767,6,12,8
0.940150,6,11,4
0.943175,6,10,2
0.961957,6,9,1
0.961957,6,11,5
0.972082,7,16,1
0.972823,5,2,4
0.972823,5,4,6
0.978501,6,10,3
0.978501,6,11,6
0.988848,6,11,7
0.991870,7,16,2
0.992371,6,11,8
1.000946,5,3,5
1.006851,6,9,2
1.009593,7,16,3
1.010571,6,10,4
1.015971,5,1,4
1.015971,5,4,7
1.021380,7,15,1
1.021987,6,8,1
1.024824,7,16,4
1.031709,5,4,8
1.037161,7,16,5
1.037830,6,10,5
1.044414,7,15,2
1.046251,7,16,6
1.050211,6,9,3
1.051822,7,16,7
1.053698,7,16,8
1.058717,6,10,6
1.065174,7,15,3
1.071874,6,10,7
1.075030,7,14,1
1.076371,6,8,2
1.076371,6,10,8
1.083116,7,15,4
1.083822,5,2,5
1.083822,5,3,6
1.085538,6,7,1
1.090211,6,9,4
1.097716,7,15,5
1.101998,7,14,2
1.108516,7,15,6
1.115151,7,15,7
1.117389,7,15,8
1.124715,6,9,5
1.126480,7,14,3
1.129918,6,8,3
1.133446,7,13,1
1.144986,5,1,5
1.144986,5,3,7
1.147776,7,14,4
1.151484,6,6,1
1.151484,6,7,2
1.151484,6,9,6
1.165204,7,13,2
1.165204,7,14,5
1.167876,5,3,8
1.168501,6,9,7
1.174345,6,9,8
1.178152,7,14,6
1.180278,6,8,4
1.186132,7,14,7
1.188829,7,14,8
1.192248,5,2,6
1.194277,7,13,3
1.197030,7,12,1
1.217888,6,5,1
1.217888,6,7,3
1.219762,7,13,4
1.224516,6,8,5
1.231255,6,6,2
1.234648,7,12,2
1.240758,7,13,5
1.256440,7,13,6
1.259381,6,8,6
1.266141,7,11,1
1.266141,7,13,7
1.269425,7,12,3
1.269425,7,13,8
1.276153,5,1,6
1.276153,5,2,7
1.281803,6,4,1
1.281803,6,7,4
